symbol,price
AXSBNB,0.001388
AXSBTC,2.991e-05
AXSBUSD,5.88
AXSUSDT,2.634
HARDBNB,0.000592
HARDBTC,3.18e-06
HARDBUSD,0.1091
HARDUSDT,0.0095
BNBBRL,4665.0
LTCEUR,58.31
RENBTCBTC,0.0
RENBTCETH,0.0
DNTBUSD,0.036
DNTUSDT,0.036
SLPETH,2.8e-07
ADAEUR,0.2962
LTCNGN,0.0
CVPETH,0.00032
CVPBUSD,0.343
STRAXBTC,2.5e-07
STRAXETH,0.0003188
STRAXBUSD,0.471
STRAXUSDT,0.01972
FORBTC,6e-08
FORBUSD,0.01703
UNFIBNB,0.0
UNFIBTC,1.85e-05
UNFIBUSD,7.815
UNFIUSDT,1.341
FRONTETH,0.0
FRONTBUSD,0.3322
BCHABUSD,0.0
ROSEBTC,2.1e-07
ROSEBUSD,0.06826
ROSEUSDT,0.01777
AVAXTRY,509.5
BUSDBRL,4.991
AVAUSDT,0.3138
SYSBUSD,0.0818
XEMUSDT,0.01596
HEGICETH,0.0
HEGICBUSD,0.0
AAVEUPUSDT,0.0
AAVEDOWNUSDT,0.0
PROMBNB,0.01443
PROMBUSD,4.424
XRPBRL,9.997
XRPNGN,0.0
SKLBTC,1.1e-07
SKLBUSD,0.0215
SKLUSDT,0.0096
BCHEUR,495.9
YFIEUR,4835.0
ZILBIDR,253.4
SUSDBTC,0.0
SUSDETH,0.0
SUSDUSDT,0.0
COVERETH,0.0
COVERBUSD,0.0
GLMBTC,2.59e-06
GLMETH,0.0001502
GHSTETH,0.0008175
GHSTBUSD,0.957
SUSHIUPUSDT,0.0
SUSHIDOWNUSDT,0.0
XLMUPUSDT,0.0
XLMDOWNUSDT,0.0
LINKBRL,63.15
LINKNGN,0.0
LTCRUB,6383.1
TRXTRY,12.765
XLMEUR,0.1736
DFETH,0.0
DFBUSD,0.036
GRTBTC,4.1e-07
GRTETH,1.221e-05
GRTUSDT,0.03572
JUVBTC,0.0001377
JUVBUSD,2.065
JUVUSDT,0.685
PSGBTC,6.93e-05
PSGBUSD,3.019
PSGUSDT,0.817
BUSDBVND,0.0
USDTBVND,0.0
1INCHBTC,1.57e-06
1INCHUSDT,0.1393
REEFBTC,0.0
REEFUSDT,0.000688
OGBTC,4.13e-05
OGUSDT,3.649
ATMBTC,9.44e-05
ATMUSDT,0.941
ASRBTC,0.0001339
ASRUSDT,1.631
CELOBTC,1.33e-06
CELOUSDT,0.118
RIFBTC,3.8e-07
RIFUSDT,0.0371
CHZTRY,2.406
XLMTRY,8.918
LINKGBP,13.173
GRTEUR,0.03016
BTCSTBTC,0.000331
BTCSTBUSD,1.16
BTCSTUSDT,5.35
TRUBTC,4.2e-07
TRUBUSD,0.0
TRUUSDT,0.0085
DEXEETH,0.001378
DEXEBUSD,2.1
EOSEUR,0.762
LTCBRL,365.0
USDCBUSD,0.9999
TUSDBUSD,0.9966
PAXBUSD,0.0
CKBBTC,0.0
CKBBUSD,0.00265
CKBUSDT,0.002392
TWTBTC,1.229e-05
TWTBUSD,0.7924
TWTUSDT,0.8447
FIROBTC,2.005e-05
FIROETH,0.0
FIROUSDT,0.3
BETHETH,0.9996
DOGEEUR,0.10303
DOGETRY,5.293
DOGEAUD,0.09449
DOGEBRL,0.6445
DOTNGN,0.0
PROSETH,0.000216
LITBTC,7.75e-06
LITBUSD,0.812
LITUSDT,0.743
BTCVAI,0.0
BUSDVAI,1.015
SFPBTC,3.72e-06
SFPBUSD,0.5992
SFPUSDT,0.3658
DOGEGBP,0.07759
DOTTRY,80.6
FXSBTC,2.74e-05
FXSBUSD,6.964
DODOBTC,2.1e-07
DODOBUSD,0.1233
DODOUSDT,0.0179
FRONTBTC,1.405e-05
EASYBTC,0.0
CAKEBTC,2.147e-05
CAKEUSDT,1.892
BAKEBUSD,0.1426
UFTETH,0.0001694
UFTBUSD,0.2061
1INCHBUSD,0.2519
BANDBUSD,1.539
GRTBUSD,0.1052
IOSTBUSD,0.007
OMGBUSD,0.466
REEFBUSD,0.001394
ACMBTC,9.05e-05
ACMBUSD,2.073
ACMUSDT,0.502
AUCTIONBTC,5.42e-05
AUCTIONBUSD,8.04
PHABTC,4.2e-07
PHABUSD,0.1034
DOTGBP,3.015
ADATRY,15.22
ADABRL,1.853
ADAGBP,0.513
TVKBTC,1.45e-06
TVKBUSD,0.02043
BADGERBTC,9.03e-06
BADGERBUSD,2.079
BADGERUSDT,0.762
FISBTC,2.1e-07
FISBUSD,0.2438
FISUSDT,0.0191
DOTBRL,9.83
ADAAUD,0.5054
HOTTRY,0.02032
EGLDEUR,4.83
OMBTC,8e-07
OMBUSD,0.01891
OMUSDT,0.0647
PONDBTC,1e-07
PONDBUSD,0.00936
PONDUSDT,0.00329
DEGOBTC,3.54e-05
DEGOBUSD,1.347
DEGOUSDT,0.421
AVAXEUR,9.91
BTTTRY,0.0
CHZBRL,0.3021
UNIEUR,4.856
ALICEBTC,6.31e-06
ALICEBUSD,0.726
ALICEUSDT,0.1625
CHZBUSD,0.0746
CHZEUR,0.053
CHZGBP,0.0572
BIFIBNB,0.0
BIFIBUSD,359.6
LINABTC,8e-08
LINABUSD,0.010131
LINAUSDT,0.000337
ADARUB,34.49
ENJBRL,1.328
ENJEUR,0.1946
MATICEUR,0.3444
NEOTRY,154.3
PERPBTC,4.3e-06
PERPBUSD,0.54698
PERPUSDT,0.125
RAMPBTC,0.0
RAMPBUSD,0.0
RAMPUSDT,0.0
SUPERBTC,2.13e-06
SUPERBUSD,0.0727
SUPERUSDT,0.1885
CFXBTC,7.6e-07
CFXBUSD,0.154
CFXUSDT,0.0671
ENJGBP,0.3676
EOSTRY,30.52
LTCGBP,63.56
LUNAEUR,0.0
RVNTRY,0.307
THETAEUR,0.614
XVGBUSD,0.003651
EPSBTC,0.0
EPSBUSD,0.0
EPSUSDT,0.0
AUTOBTC,0.00324
AUTOBUSD,95.1
AUTOUSDT,95.3
TKOBTC,3.97e-06
TKOBIDR,3360.0
TKOBUSD,0.2082
TKOUSDT,0.0799
PUNDIXETH,0.0001666
PUNDIXUSDT,0.2186
BTTBRL,0.0
BTTEUR,0.0
HOTEUR,0.001789
WINEUR,2.221e-05
TLMBTC,6e-08
TLMBUSD,0.00941
TLMUSDT,0.002175
1INCHUPUSDT,0.0
1INCHDOWNUSDT,0.0
BTGBUSD,17.62
BTGUSDT,17.65
HOTBUSD,0.001058
BNBUAH,26372.0
ONTTRY,2.603
VETEUR,0.00851
VETGBP,0.0143
WINBRL,0.0006576
MIRBTC,8.38e-06
MIRBUSD,0.13237
MIRUSDT,0.14168
BARBTC,0.000141
BARBUSD,2.533
BARUSDT,0.543
FORTHBTC,1.85e-05
FORTHBUSD,3.027
FORTHUSDT,1.631
CAKEGBP,2.714
DOGERUB,6.94
HOTBRL,0.0
WRXEUR,0.0
EZBTC,0.0
EZETH,0.0
BAKEUSDT,0.0519
BURGERBUSD,0.3208
BURGERUSDT,0.0172
SLPBUSD,0.001487
SLPUSDT,0.000973
TRXAUD,0.0
TRXEUR,0.2485
VETTRY,0.4369
SHIBUSDT,7.65e-06
SHIBBUSD,9.31e-06
ICPBTC,3.72e-05
ICPBNB,0.0168
ICPBUSD,3.897
ICPUSDT,3.28
SHIBEUR,6.45e-06
SHIBRUB,0.0
ETCEUR,20.0
ETCBRL,0.0
DOGEBIDR,955.0
ARBTC,3.77e-05
ARBNB,0.02183
ARBUSD,3.852
ARUSDT,3.34
POLSBTC,1.859e-05
POLSBNB,0.00265
POLSBUSD,0.2567
POLSUSDT,0.3079
MDXBTC,7.7e-07
MDXBNB,0.0
MDXBUSD,0.0644
MDXUSDT,0.0345
MASKBNB,0.002727
MASKBUSD,3.587
MASKUSDT,0.642
LPTBTC,3.67e-05
LPTBNB,0.00356
LPTBUSD,6.16
LPTUSDT,3.247
ETHUAH,97990.0
MATICBRL,2.125
SOLEUR,104.66
SHIBBRL,4.042e-05
AGIXBTC,9.69e-06
ICPEUR,2.77
MATICGBP,0.819
SHIBTRY,0.0003314
MATICBIDR,8382.0
MATICRUB,76.47
NUBTC,0.0
NUBNB,0.0
NUBUSD,0.0
NUUSDT,0.0
XVGUSDT,0.007511
RLCBUSD,0.0
CELRBUSD,0.01148
ATMBUSD,2.42
ZENBUSD,7.19
FTMBUSD,0.4218
THETABUSD,0.616
WINBUSD,6.94e-05
KAVABUSD,0.624
XEMBUSD,0.0
ATABTC,2.3e-07
ATABNB,0.000369
ATABUSD,0.0792
ATAUSDT,0.017
GTCBTC,6.88e-06
GTCBNB,0.0
GTCBUSD,0.952
GTCUSDT,0.13
TORNBTC,0.0002398
TORNBNB,0.0
TORNBUSD,1.69
TORNUSDT,4.06
MATICTRY,12.92
ETCGBP,0.0
SOLGBP,88.08
BAKEBTC,4.3e-07
COTIBUSD,0.03732
KEEPBTC,0.0
KEEPBNB,0.0
KEEPBUSD,0.0
KEEPUSDT,0.0
SOLTRY,5377.7
RUNEGBP,1.278
SOLBRL,655.2
SCBUSD,0.003664
CHRBUSD,0.1085
STMXBUSD,0.005851
HNTBUSD,1.228
FTTBUSD,1.13
DOCKBUSD,0.01527
ADABIDR,3965.0
ERNBNB,0.00669
ERNBUSD,1.471
ERNUSDT,2.183
KLAYBTC,1.85e-06
KLAYBNB,0.000618
KLAYBUSD,0.1354
KLAYUSDT,0.1255
RUNEEUR,3.762
MATICAUD,1.2141
DOTRUB,493.5
UTKBUSD,0.0561
IOTXBUSD,0.02148
PHAUSDT,0.0386
SOLRUB,5467.0
RUNEAUD,0.0
BUSDUAH,41.12
BONDBTC,3.108e-05
BONDBNB,0.0
BONDBUSD,4.262
BONDUSDT,2.152
MLNBTC,0.0001128
MLNBNB,0.0
MLNBUSD,15.73
MLNUSDT,4.61
GRTTRY,1.548
CAKEBRL,0.0
ICPRUB,0.0
DOTAUD,6.631
AAVEBRL,0.0
EOSAUD,0.0
DEXEUSDT,2.982
LTOBUSD,0.0559
ADXBUSD,0.1334
QUICKBTC,7.4e-07
QUICKBNB,0.0
QUICKBUSD,74.1
C98USDT,0.0212
C98BUSD,0.1343
C98BNB,0.000805
C98BTC,1.62e-06
CLVBTC,2.9e-07
CLVBNB,0.0002643
CLVBUSD,0.03282
CLVUSDT,0.02937
QNTBTC,0.0008297
QNTBNB,0.4015
QNTBUSD,85.5
QNTUSDT,73.45
FLOWBTC,9.6e-07
FLOWBNB,0.002474
FLOWBUSD,0.513
FLOWUSDT,0.063
XECBUSD,3.1e-05
AXSBRL,38.36
AXSAUD,8.66
TVKUSDT,0.05405
MINABTC,9.5e-07
MINABNB,0.001666
MINABUSD,0.3779
MINAUSDT,0.0846
RAYBNB,0.003868
RAYBUSD,0.1701
RAYUSDT,0.975
FARMBTC,0.000751
FARMBNB,0.0
FARMBUSD,21.12
FARMUSDT,16.88
ALPACABTC,2.34e-06
ALPACABNB,0.0
ALPACABUSD,0.1439
ALPACAUSDT,0.2244
TLMTRY,0.0942
QUICKUSDT,0.01102
ORNBUSD,0.5519
MBOXBTC,1.02e-06
MBOXBNB,0.000692
MBOXBUSD,0.209
MBOXUSDT,0.0279
VGXBTC,2.524e-05
VGXETH,0.000348
FORUSDT,0.00306
REQUSDT,0.1064
GHSTUSDT,0.183
TRURUB,2.98
FISBRL,1.781
WAXPUSDT,0.00822
WAXPBUSD,0.0417
WAXPBNB,0.0001706
WAXPBTC,9e-08
TRIBEBTC,0.0
TRIBEBNB,0.0
TRIBEBUSD,0.2057
TRIBEUSDT,0.2018
GNOUSDT,140.92
GNOBUSD,0.0
GNOBNB,0.0
GNOBTC,0.0
ARPATRY,0.5462
PROMBTC,8.96e-05
MTLBUSD,1.353
OGNBUSD,0.1129
XECUSDT,1.037e-05
C98BRL,1.308
SOLAUD,28.48
XRPBIDR,7835.0
POLYBUSD,0.27
ELFUSDT,0.2272
DYDXUSDT,0.1654
DYDXBUSD,3.771
DYDXBNB,0.003333
DYDXBTC,1.87e-06
ELFBUSD,0.3403
POLYUSDT,0.2696
IDEXUSDT,0.00922
VIDTUSDT,0.00115
SOLBIDR,311087.0
AXSBIDR,72500.0
BTCUSDP,19435.03
ETHUSDP,1344.37
BNBUSDP,282.09
USDPBUSD,1.0
USDPUSDT,1.0009
GALAUSDT,0.00601
GALABUSD,0.02957
GALABNB,2.877e-05
GALABTC,9e-08
FTMBIDR,3413.0
ALGOBIDR,0.0
CAKEAUD,0.0
KSMAUD,0.0
WAVESRUB,0.0
SUNBUSD,0.00544
ILVUSDT,5.65
ILVBUSD,39.06
ILVBNB,0.179
ILVBTC,6.5e-05
RENBUSD,0.045398
YGGUSDT,0.063
YGGBUSD,0.4053
YGGBNB,0.000687
YGGBTC,7.2e-07
STXBUSD,0.6756
SYSUSDT,0.01878
DFUSDT,0.01053
SOLUSDC,124.05
ARPARUB,4.928
LTCUAH,3191.0
FETBUSD,0.4915
ARPABUSD,0.0466
LSKBUSD,0.844
AVAXBIDR,266752.0
ALICEBIDR,29103.0
FIDAUSDT,0.0253
FIDABUSD,0.1782
FIDABNB,0.0
FIDABTC,2.9e-07
DENTBUSD,0.000707
FRONTUSDT,0.88
CVPUSDT,0.0339
AGLDBTC,3.1e-06
AGLDBNB,0.0
AGLDBUSD,0.827
AGLDUSDT,0.284
RADBTC,1.387e-05
RADBNB,0.01032
RADBUSD,1.321
RADUSDT,0.273
UNIAUD,0.0
HIVEBUSD,0.2758
STPTBUSD,0.04185
BETABTC,6.7e-07
BETABNB,0.000335
BETABUSD,0.06354
BETAUSDT,0.00036
SHIBAUD,1.121e-05
RAREBTC,2.5e-07
RAREBNB,0.000691
RAREBUSD,0.0596
RAREUSDT,0.0256
AVAXBRL,62.1
AVAXAUD,17.91
LUNAAUD,0.0
TROYBUSD,0.002269
AXSETH,0.0008883
FTMETH,0.0002148
SOLETH,0.04249
SSVBTC,4.191e-05
SSVETH,0.001299
LAZIOTRY,43.0
LAZIOEUR,2.548
LAZIOBTC,3.995e-05
LAZIOUSDT,1.01
CHESSBTC,2.72e-06
CHESSBNB,0.0
CHESSBUSD,0.12
CHESSUSDT,0.02931
FTMAUD,0.42
FTMBRL,1.923
SCRTBUSD,0.2629
ADXUSDT,0.089
AUCTIONUSDT,6.25
CELOBUSD,0.47
FTMRUB,36.85
NUAUD,0.0
NURUB,0.0
REEFTRY,0.02349
REEFBIDR,0.0
SHIBDOGE,6.29e-05
DARUSDT,0.21707
DARBUSD,0.07995
DARBNB,0.00037248
DARBTC,1.57e-06
BNXBTC,3.84e-06
BNXBNB,0.001227
BNXBUSD,0.2743
BNXUSDT,1.7819
RGTUSDT,0.0
RGTBTC,0.0
RGTBUSD,0.0
RGTBNB,0.0
LAZIOBUSD,1.644
OXTBUSD,0.0513
MANATRY,6.17
ALGORUB,12.6
SHIBUAH,0.0
LUNABIDR,0.0
AUDUSDC,0.6477
MOVRBTC,2.63e-05
MOVRBNB,0.0
MOVRBUSD,3.69
MOVRUSDT,2.28
CITYBTC,6.03e-05
CITYBNB,0.01454
CITYBUSD,2.964
CITYUSDT,0.599
ENSBTC,0.0001035
ENSBNB,0.03091
ENSBUSD,6.96
ENSUSDT,8.77
SANDETH,0.0001466
DOTETH,0.000638
MATICETH,0.0001616
ANKRBUSD,0.01906
SANDTRY,5.71
MANABRL,1.661
KP3RUSDT,16.48
QIUSDT,0.00294
QIBUSD,0.00507
QIBNB,0.0
QIBTC,1.2e-07
PORTOBTC,2.103e-05
PORTOUSDT,1.112
PORTOTRY,48.41
PORTOEUR,2.715
POWRUSDT,0.0847
POWRBUSD,0.1504
AVAXETH,0.004025
SLPTRY,0.04215
FISTRY,0.0
LRCTRY,2.04
CHRETH,7.08e-05
FISBIDR,0.0
VGXUSDT,0.018
GALAETH,2.04e-06
JASMYUSDT,0.00673
JASMYBUSD,0.003593
JASMYBNB,1.767e-05
JASMYBTC,1.7e-07
AMPBTC,1e-07
AMPBNB,0.0
AMPBUSD,0.001429
AMPUSDT,0.001953
PLABTC,4.65e-06
PLABNB,0.0006968
PLABUSD,0.1477
PLAUSDT,0.2347
PYRBTC,5.12e-06
PYRBUSD,3.903
PYRUSDT,0.433
RNDRBTC,0.0001032
RNDRUSDT,7.03
RNDRBUSD,3.04
ALCXBTC,0.0002373
ALCXBUSD,10.73
ALCXUSDT,6.74
SANTOSBTC,2.668e-05
SANTOSUSDT,2.377
SANTOSBRL,20.0
SANTOSTRY,102.66
MCBTC,1.4e-05
MCBUSD,0.2657
MCUSDT,0.4861
BELTRY,5.71
COCOSBUSD,1.7589
DENTTRY,0.00806
ENJTRY,1.188
NEORUB,734.0
SANDAUD,0.6359
SLPBIDR,32.3
ANYBTC,0.0
ANYBUSD,0.0
ANYUSDT,0.0
BICOBTC,4.7e-07
BICOBUSD,0.2514
BICOUSDT,0.038
FLUXBTC,1.12e-06
FLUXBUSD,0.3265
FLUXUSDT,0.0987
ALICETRY,7.04
FXSUSDT,0.812
GALABRL,0.0318
GALATRY,0.2602
LUNATRY,3.423
REQBUSD,0.0633
SANDBRL,1.807
MANABIDR,10781.0
SANDBIDR,6598.0
VOXELBTC,2.16e-06
VOXELBNB,0.0006934
VOXELBUSD,0.1325
VOXELUSDT,0.014
COSBUSD,0.00517
CTXCBUSD,0.115
FTMTRY,24.82
MANABNB,0.00155
MINATRY,3.66
XTZTRY,23.94
HIGHBTC,1.415e-05
HIGHBUSD,1.421
HIGHUSDT,0.204
CVXBTC,8.55e-05
CVXBUSD,2.597
CVXUSDT,2.058
PEOPLEBTC,1.1e-07
PEOPLEBUSD,0.0095
PEOPLEUSDT,0.00915
OOKIBUSD,0.001629
OOKIUSDT,0.000119
COCOSTRY,36.66
GXSBNB,0.0
LINKBNB,0.0135
LUNAETH,0.0
MDTBUSD,0.04578
NULSBUSD,0.1785
SPELLBTC,0.0
SPELLUSDT,0.000239
SPELLBUSD,0.0003973
USTBTC,0.0
USTBUSD,0.0
USTUSDT,0.0
JOEBTC,6.1e-07
JOEBUSD,0.2188
JOEUSDT,0.0536
ATOMETH,0.000773
DUSKBUSD,0.1431
EGLDETH,0.001959
ICPETH,0.001123
LUNABRL,0.0
LUNAUST,0.0
NEARETH,0.0005022
ROSEBNB,0.0001534
VOXELETH,0.0002022
ALICEBNB,0.00524
ATOMTRY,95.8
ETHUST,0.0
GALAAUD,0.0396
LRCBNB,0.000839
ONEETH,6.17e-06
OOKIBNB,1.491e-05
ACHBTC,1e-07
ACHBUSD,0.01646
ACHUSDT,0.01045
IMXBTC,2.64e-06
IMXBUSD,0.6508
IMXUSDT,0.232
GLMRBTC,2.7e-07
GLMRBUSD,0.2065
GLMRUSDT,0.0209
ATOMBIDR,0.0
DYDXETH,0.0
FARMETH,0.0
FORBNB,0.0
ICPTRY,142.0
JASMYETH,3.02e-06
LINABNB,0.0
OOKIETH,2.51e-06
ROSEETH,1.645e-05
UMABUSD,1.327
UNIETH,0.001603
XTZETH,0.00044
LOKABTC,1.02e-06
LOKABNB,0.0010427
LOKABUSD,0.1849
LOKAUSDT,0.1237
ATOMBRL,66.35
BNBUST,0.0
CRVETH,0.0002078
HIGHBNB,0.004557
NEARRUB,183.4
ROSETRY,0.768
SCRTUSDT,0.1577
API3BTC,4.53e-06
API3BUSD,1.0
API3USDT,0.4036
BTTCUSDT,4.1e-07
BTTCUSDC,7.8e-07
BTTCTRY,1.742e-05
ACABTC,3.2e-07
ACABUSD,0.0464
ACAUSDT,0.0066
ANCBTC,1.86e-06
ANCBUSD,0.02872
ANCUSDT,0.03151
BDOTDOT,0.9982
XNOBTC,7.91e-06
XNOETH,0.0005017
XNOBUSD,0.663
XNOUSDT,0.7
COSTRY,0.0547
KAVAETH,0.0003066
MCBNB,0.000698
ONETRY,0.152
WOOBTC,6.4e-07
WOOBNB,0.001141
WOOBUSD,0.1645
WOOUSDT,0.0244
CELRETH,7.89e-06
PEOPLEBNB,4.675e-05
SLPBNB,8.84e-06
SPELLBNB,0.0
SPELLTRY,0.01033
TFUELBUSD,0.0439
AXSTRY,114.1
DARTRY,7.666
NEARTRY,63.5
IDEXBNB,0.0001982
ALPINEEUR,2.196
ALPINETRY,23.05
ALPINEUSDT,0.532
ALPINEBTC,2.994e-05
TUSDT,0.00908
TBUSD,0.02312
API3BNB,0.0
BETAETH,3.349e-05
INJTRY,191.0
TLMBNB,0.0
ASTRBUSD,0.05
ASTRUSDT,0.01102
API3TRY,17.48
GLMRBNB,0.001021
MBOXTRY,1.209
NBTBIDR,39.1
NBTUSDT,0.00252
GMTBTC,2.1e-07
GMTBNB,0.000769
GMTBUSD,0.227
GMTUSDT,0.0158
ANCBNB,0.0001288
ATOMEUR,1.863
GALAEUR,0.00506
KSMETH,0.02114
UMATRY,29.51
KDABTC,5e-08
KDABUSD,0.42
KDAUSDT,0.006
APEUSDT,0.1805
APEBUSD,1.423
APEBTC,2.14e-06
ALPINEBUSD,1.749
LUNAGBP,0.0
NEAREUR,1.239
TWTTRY,36.53
WAVESEUR,1.354
APEEUR,1.508
APEGBP,3.305
APETRY,7.8
BSWUSDT,0.0112
BSWBUSD,0.067
BSWBNB,0.0002987
APEBNB,0.005277
GMTBRL,1.325
GMTETH,0.0001015
JASMYTRY,0.293
SANTOSBUSD,2.917
APEAUD,4.072
BIFIUSDT,169.0
GMTEUR,0.0133
IMXBNB,0.002362
RUNEETH,0.000193
AVAXGBP,14.18
MULTIBTC,3.673e-05
MULTIBUSD,2.097
MULTIUSDT,0.834
APEETH,0.0002919
BSWETH,0.0001366
FILTRY,55.0
FTMEUR,0.6809
GMTGBP,0.2107
ZILTRY,0.2102
GMTTRY,0.683
WAVESTRY,36.02
BTCUST,0.0
ASTRBTC,1.2e-07
ASTRETH,3.108e-05
BSWTRY,0.449
FTTETH,0.001141
FUNBNB,1.888e-05
PORTOBUSD,1.757
STEEMUSDT,0.067
ZILEUR,0.02063
APEBRL,22.16
AUDIOTRY,1.203
BTTCBUSD,4.5e-07
GMTAUD,0.5695
MBLBUSD,0.002658
MOBUSDT,0.0623
MOBBUSD,0.55
MOBBTC,9.4e-07
NEXOUSDT,0.94
NEXOBUSD,0.627
NEXOBTC,1.065e-05
REIUSDT,0.00401
REIBNB,8.21e-05
REIETH,1.928e-05
GALUSDT,2.542
GALBUSD,1.351
GALBNB,0.004893
GALBTC,4.073e-05
JASMYEUR,0.004568
KNCBNB,0.00255
SHIBGBP,6.96e-06
GALEUR,0.995
GALTRY,84.24
LDOBUSD,1.744
LDOUSDT,0.5138
LDOBTC,5.85e-06
ENSTRY,379.6
DAREUR,0.12133
DARETH,0.0001014
ALGOETH,4.447e-05
ALGOTRY,5.193
GALETH,0.000762
EPXUSDT,1.94e-05
EPXBUSD,0.0001698
RUNETRY,31.38
GALBRL,8.68
STEEMBUSD,0.1847
CVCBUSD,0.0688
REIBUSD,0.03079
DREPBUSD,0.2536
AKROBUSD,0.00618
PUNDIXBUSD,0.3336
LUNCBUSD,0.000171
USTCBUSD,0.0132658
OPBTC,3.36e-06
OPBUSD,1.803
OPUSDT,0.2946
OGBUSD,4.416
KEYBUSD,0.00543
ASRBUSD,2.159
FIROBUSD,1.441
NKNBUSD,0.0972
OPBNB,0.002818
OPEUR,0.2486
GTOBUSD,0.02863
SNXETH,0.000768
WBTCBUSD,40760.13
BELETH,0.0004117
LITETH,0.0003551
LEVERUSDT,0.000175
LEVERBUSD,0.001308
BURGERETH,0.00045
PEOPLEETH,6.68e-06
UNFIETH,0.002241
BONDETH,0.002665
STORJTRY,5.48
OPETH,0.0001002
ETCTRY,490.8
WINGETH,0.003521
FILETH,0.0004469
GLMBUSD,0.1786
SSVBUSD,15.74
STGBTC,1.92e-06
STGBUSD,0.414
STGUSDT,0.1695
ANKRTRY,0.2661
ARKBUSD,0.5356
BETHBUSD,1551.73
LOOMBUSD,0.04003
SNMBUSD,0.0147
AMBBUSD,0.00796
LUNCUSDT,3.77e-05
PHBBUSD,0.6588
GASBUSD,9.216
NEBLBUSD,0.354
PROSBUSD,0.315
VIBBUSD,0.04217
GMXBTC,0.000332
GMXBUSD,31.67
GMXUSDT,7.4
AGIXBUSD,0.29947
NEBLUSDT,0.355
SNTBUSD,0.02283
POLYXBTC,6.3e-07
POLYXBUSD,0.1217
POLYXUSDT,0.0555
APTBTC,1.748e-05
APTUSDT,1.541
APTBUSD,7.3198
BTCPLN,312843.0
ETHPLN,10388.0
BUSDPLN,4.065
APTEUR,1.299
APTTRY,66.8
APTBRL,39.76
QKCBUSD,0.008695
OSMOBTC,8.84e-06
OSMOUSDT,0.0514
OSMOBUSD,0.464
HFTBTC,3.1e-07
HFTBUSD,0.2589
HFTUSDT,0.0252
ARPAETH,2.363e-05
PHBUSDT,0.236
VITEBUSD,0.01726
HOOKBTC,7.88e-06
HOOKUSDT,0.0353
HOOKBUSD,0.8941
HOOKBNB,0.0031953
MAGICBTC,1.01e-06
MAGICBUSD,0.5585
MAGICUSDT,0.0893
BUSDRON,4.628
HIFIETH,0.0002531
HIFIUSDT,0.127
RPLBTC,0.000641
RPLBUSD,24.17
RPLUSDT,1.98
PROSUSDT,0.0372
FETTRY,9.56
GFTBUSD,0.02911
AGIXUSDT,0.6141
APTETH,0.000526
BTCRON,382301.0
GNSUSDT,0.963
GNSBTC,7.21e-05
SYNBTC,1.152e-05
SYNUSDT,0.0511
VIBUSDT,0.00223
SSVUSDT,4.09
LQTYUSDT,0.334
LQTYBTC,8.41e-06
AMBUSDT,0.00032
BETHUSDT,1556.27
CFXTRY,2.908
STXTRY,12.83
USTCUSDT,0.00636
GASUSDT,1.981
GLMUSDT,0.229
PROMUSDT,2.014
QKCUSDT,0.004026
UFTUSDT,0.0089
IDBTC,7.5e-07
IDBNB,0.0009493
IDUSDT,0.0658
ARBBTC,1.9e-06
ARBUSDT,0.1686
AGIXTRY,20.14
LOOMUSDT,0.04831
OAXUSDT,0.0358
ARBTUSD,0.1697
ARBTRY,7.29
ARBEUR,0.1421
IDTUSD,0.88208
IDTRY,2.855
IDEUR,0.18769
LDOTUSD,2.467
MATICTUSD,0.5043
OPTUSD,2.997
SOLTUSD,124.26
SSVTUSD,45.55
RDNTBTC,1.07e-06
RDNTUSDT,0.00843
RDNTTUSD,0.301
ARBRUB,95.1
JOETRY,12.22
MAGICTRY,3.86
USDTPLN,3.545
ACHTRY,0.4528
XVSTRY,246.8
EGLDRON,25.0
USDTRON,4.598
USDTARS,1516.9
DOGETUSD,0.16547
WBTCUSDT,88002.36
EDUUSDT,0.1398
EDUTUSD,1.06098
EDUBNB,0.0018105
EDUBTC,3.24e-06
EDUEUR,0.47455
EDUTRY,6.09
SUIUSDT,1.4391
SUITUSD,4.0669
SUIBTC,1.63e-05
SUIBNB,0.001626
SUIEUR,1.2132
SUITRY,62.29
AERGOUSDT,0.0635
RNDRTRY,233.63
PEPEUSDT,4.99e-06
PEPETUSD,2.351e-05
FLOKIUSDT,4.155e-05
FLOKITUSD,3.203e-05
OGTRY,158.1
PEPETRY,0.000216
WBETHETH,1.0889
ASTUSDT,0.0261
SNTUSDT,0.0272
FLOKITRY,0.0018
CITYTRY,25.9
COMBOUSDT,0.0276
COMBOBNB,0.002272
COMBOTRY,1.05
LTCTRY,2997.0
RADTRY,11.76
BTCARS,133854471.0
OPTRY,12.74
PAXGTRY,220697.0
MAVBTC,2.8e-07
MAVUSDT,0.02503
MAVTUSD,0.2194
CFXTUSD,0.2212
PENDLEBTC,2.132e-05
PENDLEUSDT,1.883
PENDLETUSD,2.7044
MAVTRY,1.08
OCEANTRY,20.1
TUSDTRY,35.34
ARBETH,5.76e-05
BCHTRY,25497.0
XVGTRY,0.3251
XVGTUSD,0.006269
ARKMUSDT,0.164
ARKMTUSD,1.151
ARKMTRY,7.11
ARKMBNB,0.000218
ARKMBTC,2.02e-06
WBETHUSDT,3181.0
ACATRY,0.288
AVAXTUSD,27.66
